日期,主队,客队,主队主力,客队主力,主队队员,客队队员,主队得分,客队得分,主队疲劳,客队疲劳
2020-12-13,骑士,步行者,['切迪-奥斯曼' '索恩-梅克' '丹特-埃克萨姆' '迪伦-温德勒' '丹伊恩-多特森' '小拉里-南斯'],['阿龙-霍勒迪' '道格-麦克德莫特' '贾斯廷-霍勒迪' 'TJ-麦康奈尔' '埃德蒙-萨姆纳' '凯勒-马丁' '卡修斯-斯坦利'],"['艾萨克-奥科罗' '达里厄斯-加兰' '切迪-奥斯曼' '凯文-乐福' '安德烈-德拉蒙德' '索恩-梅克' '丹特-埃克萨姆'
 '迪伦-温德勒' '丹伊恩-多特森' '小拉里-南斯']","['马尔科姆-布罗格登' '维克托-奥拉迪波' '多曼塔斯-萨博尼斯' '阿龙-霍勒迪' '迈尔斯-特纳' '道格-麦克德莫特' '贾斯廷-霍勒迪'
 'TJ-麦康奈尔' '埃德蒙-萨姆纳' '凯勒-马丁' '卡修斯-斯坦利']",134.4107142857143,128.93333333333334,0,0
2020-12-13,黄蜂,猛龙,"['科迪-马丁' '凯莱布-马丁' '杰伦-麦克丹尼尔斯' '俾斯麦-比永博' '格兰特-里勒' '泽维尔-斯尼德' '尼克-理查兹'
 '小弗农-凯里']","['马特-托马斯' '保罗-沃特森' '斯坦利-约翰逊' '渡边雄太' '德安德烈-本布里' '亚历克斯-莱恩' '杰伦-哈里斯' '亨利-埃伦森'
 '阿利兹-约翰逊 ']","['德文特-格雷厄姆' '特里-罗齐尔' 'PJ-华盛顿' '戈登-海沃德' '科迪-泽勒' '科迪-马丁' '凯莱布-马丁' '迈尔斯-布里奇斯'
 '杰伦-麦克丹尼尔斯' '俾斯麦-比永博' '格兰特-里勒' '泽维尔-斯尼德' '尼克-理查兹' '小弗农-凯里']","['诺曼-鲍威尔' '弗雷德-范弗利特' '帕斯卡尔-西亚卡姆' 'OG-阿奴诺比' '阿隆-贝恩斯' '马特-托马斯' '马拉奇-弗林'
 '特伦斯-戴维斯' '保罗-沃特森' '克里斯-布歇' '斯坦利-约翰逊' '渡边雄太' '德安德烈-本布里' '亚历克斯-莱恩'
 '杰伦-哈里斯' '亨利-埃伦森' '阿利兹-约翰逊 ']",134.6904761904762,105.33453213453214,0,0
2020-12-14,公牛,火箭,"['温德尔-卡特' '钱德勒-哈奇森' '里安-阿尔奇迪亚科诺' '小扎克-诺维尔' '丹尼尔-加福德' '克里斯蒂亚诺-费利西奥'
 '西米索拉-希图']",['布鲁诺-卡博克洛' '克里斯-克莱蒙斯' '大卫-努瓦巴' '杰里安-格兰特' '小肯扬-马丁' '特雷夫林-奎因'],"['科比-怀特' '扎克-拉文' '劳里-马尔卡宁' '奥托-波特' '温德尔-卡特' '帕特里克-威廉姆斯' '钱德勒-哈奇森'
 '里安-阿尔奇迪亚科诺' '小扎克-诺维尔' '丹尼尔-加福德' '克里斯蒂亚诺-费利西奥' '西米索拉-希图']","['约翰-沃尔' '埃里克-戈登' '丹纽尔-豪斯' '德马库斯-考辛斯' '布鲁诺-卡博克洛' '本-麦克勒摩' '克里斯-克莱蒙斯'
 '大卫-努瓦巴' '杰里安-格兰特' '杰拉德-格林' '小肯扬-马丁' '特雷夫林-奎因']",112.37912087912088,52.00198412698412,0,0
2020-12-14,开拓者,国王,['罗伯特-科温顿' '小德里克-琼斯' '哈里-贾尔斯' 'CJ-艾勒比' '凯尔金-布莱文斯' '埃内斯-坎特' '罗德尼-胡德'],"['内马尼亚-别利察' '泰雷斯-哈利伯顿' '凯尔-盖伊' '格伦-罗宾逊三世' '奇梅齐耶-梅图' '罗伯特-伍达德' '贾斯廷-詹姆斯'
 '热迈厄斯-拉姆齐']","['CJ-麦科勒姆' '达米安-利拉德' '罗伯特-科温顿' '小德里克-琼斯' '优素福-努尔基奇' '小加里-特伦特' '哈里-贾尔斯'
 'CJ-艾勒比' '凯尔金-布莱文斯' '卡梅罗-安东尼' '埃内斯-坎特' '罗德尼-胡德']","['巴迪-希尔德' '达龙-福克斯' '里乔恩-霍姆斯' '哈里森-巴恩斯' '内马尼亚-别利察' '泰雷斯-哈利伯顿' '凯尔-盖伊'
 '格伦-罗宾逊三世' '奇梅齐耶-梅图' '弗兰克-卡明斯基' '罗伯特-伍达德' '贾斯廷-詹姆斯' '热迈厄斯-拉姆齐']",132.33809523809524,164.87289377289378,0,0
2020-12-14,活塞,尼克斯,"['基利安-海斯' '德朗-赖特' '梅森-普拉姆利' '塞古-敦布亚' '韦恩-艾灵顿' '罗德尼-麦格鲁德' '萨宾-李' '路易斯-金'
 '路易斯-金']",['纳伦斯-诺埃尔' '奥比-托平' '雷吉-布洛克' '丹尼斯-史密斯' '凯文-诺克斯' '弗朗克-尼利基纳' '伊曼纽尔-奎克利'],"['基利安-海斯' '德朗-赖特' '布雷克-格里芬' '杰拉米-格兰特' '梅森-普拉姆利' '约什-杰克逊' '贾利尔-奥卡福'
 '塞古-敦布亚' '德里克-罗斯' '韦恩-艾灵顿' '萨迪克-贝' '斯维亚托斯拉夫-米哈伊柳克' '罗德尼-麦格鲁德' '萨宾-李'
 '路易斯-金' '路易斯-金']","['亚历克-伯克斯' '埃尔弗里德-佩顿' 'RJ-巴雷特' '朱利叶斯-兰德尔' '纳伦斯-诺埃尔' '奥比-托平' '雷吉-布洛克'
 '米切尔-罗宾逊' '丹尼斯-史密斯' '凯文-诺克斯' '弗朗克-尼利基纳' '伊曼纽尔-奎克利']",121.1958041958042,106.6883116883117,0,0
2020-12-14,湖人,快船,['马基夫-莫里斯' '马克-加索尔' '奎因-库克' '贾里德-杜德利'],"['帕特里克-贝弗利' '尼古拉斯-巴图姆' '特伦斯-曼' '帕特里克-帕特森' '伊维察-祖巴茨' '阿米尔-科菲' '雷琼-塔克'
 '菲翁杜-卡本盖莱' '凯-鲍曼' '乔丹-福特' '丹尼尔-奥图鲁']","['塔伦-霍顿-塔克' '肯塔维厄斯-考德威尔-波普' '凯尔-库兹马' '马基夫-莫里斯' '马克-加索尔' '奎因-库克' '贾里德-杜德利'
 '蒙特雷兹-哈勒尔']","['保罗-乔治' '帕特里克-贝弗利' '尼古拉斯-巴图姆' '科怀-伦纳德' '赛尔吉-伊巴卡' '特伦斯-曼' '帕特里克-帕特森'
 '卢克-肯纳德' '伊维察-祖巴茨' '阿米尔-科菲' '雷琼-塔克' '菲翁杜-卡本盖莱' '凯-鲍曼' '乔丹-福特' '丹尼尔-奥图鲁'
 '路易斯-威廉姆斯']",24.91666666666667,181.2,0,0
2020-12-14,篮网,奇才,"['德安德烈-乔丹' '托里恩-普林斯' '兰德里-沙梅特' '雷吉-佩里' '贾勒特-阿伦' '泰勒-约翰逊' '克里斯-奇奥萨'
 '罗季翁斯-库鲁茨']",['伊萨克-邦加' '加里森-马修斯' '莫里茨-瓦格纳' '卡修斯-温斯顿' '凯莱布-霍姆斯利' '约利-柴尔兹' '安热伊斯-帕塞奇尼克斯'],"['斯潘塞-丁威迪' '凯里-欧文' '凯文-杜兰特' '乔-哈里斯' '德安德烈-乔丹' '托里恩-普林斯' '兰德里-沙梅特'
 '蒂莫泰-卢瓦乌-卡巴罗' '杰夫-格林' '雷吉-佩里' '贾勒特-阿伦' '泰勒-约翰逊' '克里斯-奇奥萨' '罗季翁斯-库鲁茨']","['劳尔-内托' '特洛伊-布朗' '德尼-阿夫迪亚' '八村垒' '托马斯-布莱恩特' '伊萨克-邦加' '加里森-马修斯' '莫里茨-瓦格纳'
 '卡修斯-温斯顿' '凯莱布-霍姆斯利' '约利-柴尔兹' '安热伊斯-帕塞奇尼克斯']",169.78571428571428,76.42857142857143,0,0
2020-12-14,老鹰,魔术,['凯文-赫尔特' '德安德烈-亨特' '克林特-卡佩拉' '所罗门-希尔' '布鲁诺-费尔南多'],['德维恩-培根' '迈克尔-卡特-威廉姆斯' '加里-克拉克' '肯-伯奇' '丘马-奥基基'],"['特雷-杨' '凯文-赫尔特' '德安德烈-亨特' '约翰-科林斯' '克林特-卡佩拉' '达尼罗-加里纳利' '波格丹-波格丹诺维奇'
 '所罗门-希尔' '布鲁诺-费尔南多']","['马克尔-富尔茨' '埃文-富尼耶' '德维恩-培根' '阿龙-戈登' '尼古拉-武切维奇' '迈克尔-卡特-威廉姆斯' '科尔-安东尼'
 '加里-克拉克' '肯-伯奇' '丘马-奥基基']",172.53809523809528,63.47023809523806,0,0
2020-12-15,森林狼,灰熊,['杰克-莱曼' '约什-奥科吉' '安东尼-爱德华兹' '贾勒特-卡尔弗' '朗戴-霍利斯-杰弗森' '杰伦-诺埃尔' '贾里德-范德比尔特'],['丹东尼-梅尔顿' '凯尔-安德森' '约翰-康查尔' '戈尔吉-吉昂' '泰厄斯-琼斯' '艾哈迈德-卡弗'],"['丹吉洛-拉塞尔' '马利克-比斯利' '杰克-莱曼' '约什-奥科吉' '卡尔-安东尼-唐斯' '安东尼-爱德华兹' '贾勒特-卡尔弗'
 '里基-卢比奥' '胡安-埃尔南戈麦斯' '朗戴-霍利斯-杰弗森' '杰伦-诺埃尔' '贾里德-范德比尔特']","['贾-莫兰特' '丹东尼-梅尔顿' '狄龙-布鲁克斯' '凯尔-安德森' '约纳斯-瓦兰丘纳斯' '约翰-康查尔' '戈尔吉-吉昂'
 '格雷森-阿伦' '泰厄斯-琼斯' '德斯蒙德-贝恩' '艾哈迈德-卡弗']",110.36583694083696,118.175,0,0
2020-12-15,热火,鹈鹕,['肯德里克-纳恩' '莫里斯-哈克利斯' '马克思-斯特鲁斯' '迈耶斯-伦纳德' '普雷舍斯-阿丘瓦' 'KZ-奥克帕拉'],['约什-哈特' '史蒂文-亚当斯' '贾克森-海斯' '尼基尔-亚历山大-沃克' '尼科洛-梅利' '辛达里厄斯-桑韦尔' '小凯拉-刘易斯'],"['肯德里克-纳恩' '泰勒-希罗' '邓肯-罗宾逊' '莫里斯-哈克利斯' '巴姆-阿德巴约' '埃弗里-布拉德利' '马克思-斯特鲁斯'
 '迈耶斯-伦纳德' '普雷舍斯-阿丘瓦' 'KZ-奥克帕拉']","['约什-哈特' '朗佐-鲍尔' '蔡恩-威廉森' '布兰登-英格拉姆' '史蒂文-亚当斯' '贾克森-海斯' '尼基尔-亚历山大-沃克'
 '尼科洛-梅利' '辛达里厄斯-桑韦尔' '小凯拉-刘易斯']",112.51190476190476,156.97802197802196,0,0
2020-12-15,爵士,太阳,"['乔-英格尔斯' '米耶-奥尼' '德里克-费沃斯' '伊莱贾-休斯' '乔治-尼昂' '特伦特-弗雷斯特' '乌多卡-阿祖布伊克'
 '尼格尔-威廉姆斯-戈斯']",['杰伦-史密斯 ' '杰文-卡特' '伊托万-摩尔' '达米安-琼斯' '泰肖恩-亚历山大' '乔纳森-莫特利'],"['迈克-康利' '多诺万-米切尔' '博扬-波格丹诺维奇' '乔-英格尔斯' '鲁迪-戈贝尔' '乔丹-克拉克森' '米耶-奥尼'
 '德里克-费沃斯' '伊莱贾-休斯' '乔治-尼昂' '特伦特-弗雷斯特' '乌多卡-阿祖布伊克' '尼格尔-威廉姆斯-戈斯']","['德文-布克' '克里斯-保罗' '米卡尔-布里奇斯' '杰伦-史密斯 ' '德安德烈-艾顿' '杰文-卡特' '兰斯顿-加洛韦'
 '伊托万-摩尔' '达米安-琼斯' '泰肖恩-亚历山大' '乔纳森-莫特利']",125.9126984126984,32.41428571428571,0,0
2020-12-15,雄鹿,独行侠,['唐特-迪温琴佐' 'DJ-奥古斯丁' '帕特-康诺顿' 'DJ-威尔森' '托里-克雷格' '乔丹-沃拉' '萨姆-梅里尔'],"['多里安-芬尼-史密斯' '德怀特-鲍威尔' '马克西-克勒贝尔' '约什-格林' '特雷-伯克' '杰伦-布伦森' '威利-考利-斯坦'
 '泰雷尔-特里' '博班-马里亚诺维奇']","['朱-霍勒迪' '唐特-迪温琴佐' '克里斯-米德尔顿' '扬尼斯-阿德托昆博' '布鲁克-洛佩斯' 'DJ-奥古斯丁' '博比-波蒂斯'
 '布林-福布斯' '帕特-康诺顿' 'DJ-威尔森' '托里-克雷格' '乔丹-沃拉' '萨姆-梅里尔']","['卢卡-东契奇' '约什-理查德森' '多里安-芬尼-史密斯' '小蒂姆-哈达威' '德怀特-鲍威尔' '马克西-克勒贝尔' '约什-格林'
 '特雷-伯克' '杰伦-布伦森' '威利-考利-斯坦' '泰雷尔-特里' '博班-马里亚诺维奇']",90.57619047619048,231.6904761904762,0,0
2020-12-15,骑士,步行者,['丹特-埃克萨姆' '迪伦-温德勒' '迪恩-韦德' '利瓦伊-兰多夫' '马克斯-博尔登' '拉马尔-史蒂文斯'],['贾斯廷-霍勒迪' 'TJ-麦康奈尔' '埃德蒙-萨姆纳' '凯勒-马丁' '亚卡尔-桑普森' '杰伦-勒丘' '卡修斯-斯坦利'],"['丹伊恩-多特森' '达里厄斯-加兰' '艾萨克-奥科罗' '小拉里-南斯' '安德烈-德拉蒙德' '丹特-埃克萨姆' '迪伦-温德勒'
 '迪恩-韦德' '利瓦伊-兰多夫' '马克斯-博尔登' '拉马尔-史蒂文斯']","['马尔科姆-布罗格登' '维克托-奥拉迪波' '阿龙-霍勒迪' '贾斯廷-霍勒迪' '多曼塔斯-萨博尼斯' 'TJ-麦康奈尔' '埃德蒙-萨姆纳'
 '凯勒-马丁' '亚卡尔-桑普森' '杰伦-勒丘' '卡修斯-斯坦利']",73.29166666666667,99.19642857142858,0,0
2020-12-15,黄蜂,猛龙,['科迪-泽勒' '科迪-马丁' '俾斯麦-比永博' '杰伦-麦克丹尼尔斯' '凯莱布-马丁' '尼克-理查兹'],"['德安德烈-本布里' '马特-托马斯' '克里斯-布歇' '亚历克斯-莱恩' '奥谢-布里塞特' '渡边雄太' '斯坦利-约翰逊'
 '阿利兹-约翰逊 ' '亨利-埃伦森']","['德文特-格雷厄姆' '特里-罗齐尔' '戈登-海沃德' 'PJ-华盛顿' '科迪-泽勒' '拉梅洛-鲍尔' '迈尔斯-布里奇斯' '科迪-马丁'
 '俾斯麦-比永博' '杰伦-麦克丹尼尔斯' '凯莱布-马丁' '马利克-蒙克' '尼克-理查兹']","['弗雷德-范弗利特' '诺曼-鲍威尔' '帕斯卡尔-西亚卡姆' 'OG-阿奴诺比' '阿隆-贝恩斯' '马拉奇-弗林' '德安德烈-本布里'
 '马特-托马斯' '特伦斯-戴维斯' '克里斯-布歇' '亚历克斯-莱恩' '奥谢-布里塞特' '渡边雄太' '斯坦利-约翰逊'
 '阿利兹-约翰逊 ' '亨利-埃伦森']",138.69047619047618,114.75999000999002,0,0
2020-12-16,76人,凯尔特人,"['丹尼-格林' '富尔坎-科尔克马兹' '德怀特-霍华德' '迈克-斯科特' '泰雷斯-马克西' '托尼-布拉德利' '贾斯廷-安德森'
 '以赛亚-乔' '樊尚-普瓦里耶']","['贾文特-格林' '罗伯特-威廉姆斯' '格兰特-威廉姆斯' '阿龙-内史密斯' '杰夫-蒂格' '卡森-爱德华兹' '谢米-奥杰莱'
 '特里蒙特-沃特斯' '塔科-法尔']","['本-西蒙斯' '塞思-库里' '托拜厄斯-哈里斯' '丹尼-格林' '乔尔-恩比德' '谢克-米尔顿' '富尔坎-科尔克马兹'
 '德怀特-霍华德' '迈克-斯科特' '泰雷斯-马克西' '托尼-布拉德利' '贾斯廷-安德森' '以赛亚-乔' '樊尚-普瓦里耶']","['马库斯-斯马特' '贾文特-格林' '杰森-塔特姆' '杰伦-布朗' '罗伯特-威廉姆斯' '格兰特-威廉姆斯' '佩顿-普里查德'
 '阿龙-内史密斯' '杰夫-蒂格' '卡森-爱德华兹' '谢米-奥杰莱' '特里蒙特-沃特斯' '塔科-法尔']",183.03030303030303,230.48934398934398,0,0
2020-12-16,国王,勇士,"['内马尼亚-别利察' '泰雷斯-哈利伯顿' '格伦-罗宾逊三世' '哈桑-怀特塞德' '贾斯廷-詹姆斯' '罗伯特-伍达德' '热迈厄斯-拉姆齐'
 '奇梅齐耶-梅图']",['凯文-卢尼' '布拉德-沃纳梅克' '肯特-贝兹莫尔' '尼科-曼尼恩' '迈克尔-马尔德' '卡莱布-韦森' '德维恩-萨顿'],"['达龙-福克斯' '巴迪-希尔德' '哈里森-巴恩斯' '马文-巴格利' '里乔恩-霍姆斯' '凯尔-盖伊' '内马尼亚-别利察'
 '泰雷斯-哈利伯顿' '格伦-罗宾逊三世' '哈桑-怀特塞德' '贾斯廷-詹姆斯' '罗伯特-伍达德' '热迈厄斯-拉姆齐' '奇梅齐耶-梅图'
 '弗兰克-卡明斯基']","['斯蒂芬-库里' '凯利-乌布雷' '安德鲁-威金斯' '凯文-卢尼' '马基斯-克里斯' '布拉德-沃纳梅克' '乔丹-普尔'
 '肯特-贝兹莫尔' '尼科-曼尼恩' '达米恩-李' '迈克尔-马尔德' '卡莱布-韦森' '德维恩-萨顿']",155.28571428571428,80.75238095238093,0,0
2020-12-16,火箭,马刺,"['PJ-塔克' '斯特林-布朗' '宰希恩-泰特' '布鲁诺-卡博克洛' '大卫-努瓦巴' '杰里安-格兰特' '克里斯-克莱蒙斯'
 '梅森-琼斯']",['朗尼-沃克' '特雷-莱尔斯' '雅各布-珀尔特尔' '特雷-琼斯' '德鲁-尤班克斯'],"['约翰-沃尔' '詹姆斯-哈登' '埃里克-戈登' 'PJ-塔克' '德马库斯-考辛斯' '斯特林-布朗' '本-麦克勒摩' '丹纽尔-豪斯'
 '宰希恩-泰特' '布鲁诺-卡博克洛' '大卫-努瓦巴' '杰里安-格兰特' '克里斯-克莱蒙斯' '梅森-琼斯']","['朗尼-沃克' '德章泰-默里' '鲁迪-盖伊' '德马尔-德罗赞' '拉马库斯-阿尔德里奇' '德文-瓦塞尔' '特雷-莱尔斯'
 '帕蒂-米尔斯' '雅各布-珀尔特尔' '特雷-琼斯' '德鲁-尤班克斯']",129.52110389610388,45.46753246753247,0,0
2020-12-17,太阳,湖人,['杰伦-史密斯 ' '杰文-卡特' '兰斯顿-加洛韦' '伊托万-摩尔' '乔纳森-莫特利' '达米安-琼斯'],"['马克-加索尔' '韦斯利-马修斯' '蒙特雷兹-哈雷尔' '奎因-库克' '贾里德-杜德利' '马基夫-莫里斯' '德文泰-卡考克'
 '科斯塔斯-阿德托昆博']","['德文-布克' '克里斯-保罗' '米卡尔-布里奇斯' '杰-克劳德' '德安德烈-艾顿' '杰伦-史密斯 ' '杰文-卡特' '兰斯顿-加洛韦'
 '伊托万-摩尔' '乔纳森-莫特利' '达米安-琼斯']","['凯尔-库兹马' '丹尼斯-施罗德' '安东尼-戴维斯' '勒布朗-詹姆斯' '马克-加索尔' '塔伦-霍顿-塔克' '韦斯利-马修斯'
 '蒙特雷兹-哈雷尔' '奎因-库克' '贾里德-杜德利' '马基夫-莫里斯' '德文泰-卡考克' '科斯塔斯-阿德托昆博']",97.2504995004995,105.98506493506494,0,0
2020-12-17,尼克斯,骑士,['雷吉-布洛克' '奥比-托平' '伊曼纽尔-奎克利' '凯文-诺克斯' '丹尼斯-史密斯'],['索恩-梅克' '马克斯-博尔登' '马特-穆尼' '迪恩-韦德' '利瓦伊-兰多夫' '迪伦-温德勒' '拉马尔-史蒂文斯'],"['RJ-巴雷特' '埃尔弗里德-佩顿' '朱利叶斯-兰德尔' '雷吉-布洛克' '米切尔-罗宾逊' '奥比-托平' '伊曼纽尔-奎克利'
 '凯文-诺克斯' '丹尼斯-史密斯']","['丹伊恩-多特森' '达里厄斯-加兰' '艾萨克-奥科罗' '索恩-梅克' '安德烈-德拉蒙德' '马克斯-博尔登' '马特-穆尼'
 '迪恩-韦德' '利瓦伊-兰多夫' '迪伦-温德勒' '拉马尔-史蒂文斯']",28.716910866910876,102.36400821400821,0,0
2020-12-17,掘金,开拓者,"['加里-哈里斯' '保罗-米尔萨普' 'PJ-多齐尔' '蒙特-莫里斯' '以赛亚-哈尔滕施泰因' '齐克-纳吉' '弗拉特科-钱查尔'
 '波尔-波尔' '马库斯-霍华德']",['罗伯特-科温顿' '小德里克-琼斯' '小加里-特伦特' '埃内斯-坎特' '哈里-贾尔斯' 'CJ-艾勒比'],"['加里-哈里斯' '贾马尔-默里' '保罗-米尔萨普' '小迈克尔-波特' '尼古拉-约基奇' '威尔-巴顿' 'PJ-多齐尔' '蒙特-莫里斯'
 '以赛亚-哈尔滕施泰因' '齐克-纳吉' '弗拉特科-钱查尔' '波尔-波尔' '马库斯-霍华德']","['达米安-利拉德' 'CJ-麦科勒姆' '罗伯特-科温顿' '小德里克-琼斯' '优素福-努尔基奇' '小加里-特伦特' '埃内斯-坎特'
 '卡梅罗-安东尼' '哈里-贾尔斯' 'CJ-艾勒比']",237.9707792207792,181.9480519480519,0,0
2020-12-17,雷霆,公牛,['贾斯廷-杰克逊' '以赛亚-罗比' '肯里奇-威廉姆斯' '摩西-布朗'],"['温德尔-卡特' '钱德勒-哈奇森' '里安-阿尔奇迪亚科诺' '小扎克-诺维尔' '西米索拉-希图' '克里斯蒂亚诺-费利西奥'
 '丹尼尔-加福德']","['谢伊-吉尔杰斯-亚历山大' '贾斯廷-杰克逊' '达里厄斯-贝兹利' '艾尔-霍福德' '泰奥-马勒东' '以赛亚-罗比'
 '阿列克谢-波库舍夫斯基' '弗兰克-杰克逊' '哈米杜-迪亚洛' '肯里奇-威廉姆斯' '摩西-布朗']","['科比-怀特' '扎克-拉文' '劳里-马尔卡宁' '帕特里克-威廉姆斯' '温德尔-卡特' '钱德勒-哈奇森' '奥托-波特'
 '里安-阿尔奇迪亚科诺' '小扎克-诺维尔' '西米索拉-希图' '克里斯蒂亚诺-费利西奥' '丹尼尔-加福德']",71.92857142857143,131.36904761904762,0,0
2020-12-18,国王,勇士,"['里乔恩-霍姆斯' '泰雷斯-哈利伯顿' '哈桑-怀特塞德' '凯尔-盖伊' '内马尼亚-别利察' '格伦-罗宾逊三世' '贾斯廷-詹姆斯'
 '奇梅齐耶-梅图']",['凯文-卢尼' '肯特-贝兹莫尔' '布拉德-沃纳梅克' '尼科-曼尼恩'],"['达龙-福克斯' '巴迪-希尔德' '哈里森-巴恩斯' '马文-巴格利' '里乔恩-霍姆斯' '泰雷斯-哈利伯顿' '哈桑-怀特塞德'
 '凯尔-盖伊' '内马尼亚-别利察' '格伦-罗宾逊三世' '贾斯廷-詹姆斯' '奇梅齐耶-梅图']","['斯蒂芬-库里' '凯利-乌布雷' '安德鲁-威金斯' '埃里克-帕斯卡尔' '凯文-卢尼' '马基斯-克里斯' '乔丹-普尔'
 '肯特-贝兹莫尔' '布拉德-沃纳梅克' '达米恩-李' '尼科-曼尼恩']",196.6547619047619,35.752380952380946,0,0
2020-12-18,奇才,活塞,['劳尔-内托' '伊萨克-邦加' '莫里茨-瓦格纳' '罗宾-洛佩斯' '卡修斯-温斯顿' '安东尼-吉尔'],['基利安-海耶斯' '德朗-赖特' '梅森-普拉姆利' '贾利尔-奥卡福' '塞古-敦布亚' '斯维亚托斯拉夫-米哈伊柳克'],"['劳尔-内托' '布拉德利-比尔' '伊萨克-邦加' '莫里茨-瓦格纳' '托马斯-布莱恩特' '德尼-阿夫迪亚' '特洛伊-布朗'
 '伊斯梅尔-史密斯' '杰罗姆-罗宾逊' '罗宾-洛佩斯' '卡修斯-温斯顿' '安东尼-吉尔']","['基利安-海耶斯' '德朗-赖特' '布雷克-格里芬' '杰拉米-格兰特' '梅森-普拉姆利' '约什-杰克逊' '德里克-罗斯'
 '贾利尔-奥卡福' '塞古-敦布亚' '斯维亚托斯拉夫-米哈伊柳克']",23.417027417027416,98.57692307692305,0,0
2020-12-18,快船,爵士,"['帕特里克-贝弗利' '尼古拉斯-巴图姆' '伊维察-祖巴茨' '菲翁杜-卡本盖莱' '特伦斯-曼恩' '阿米尔-科菲' '雷吉-杰克逊'
 '丹尼尔-奥图鲁' '雷琼-塔克']","['罗伊斯-奥尼尔' '乔-英格尔斯' '德里克-费沃斯' '米耶-奥尼' '特伦特-弗雷斯特' '乔治-尼昂' '沙奎尔-哈里森'
 '伊莱贾-休斯']","['保罗-乔治' '帕特里克-贝弗利' '尼古拉斯-巴图姆' '科怀-伦纳德' '伊维察-祖巴茨' '菲翁杜-卡本盖莱' '特伦斯-曼恩'
 '卢克-肯纳德' '路易斯-威廉姆斯' '阿米尔-科菲' '雷吉-杰克逊' '丹尼尔-奥图鲁' '雷琼-塔克']","['多诺万-米切尔' '迈克-康利' '博扬-波格丹诺维奇' '罗伊斯-奥尼尔' '鲁迪-戈贝尔' '乔-英格尔斯' '乔丹-克拉克森'
 '德里克-费沃斯' '米耶-奥尼' '特伦特-弗雷斯特' '乔治-尼昂' '沙奎尔-哈里森' '伊莱贾-休斯']",121.08677988677988,192.24697802197807,0,0
2020-12-18,火箭,马刺,"['丹纽尔-豪斯' 'PJ-塔克' '斯特林-布朗' '本-麦克勒摩' '布鲁诺-卡博克洛' '大卫-努瓦巴' '梅森-琼斯' '小肯扬-马丁'
 '布罗德里克-托马斯']",['朗尼-沃克' '帕蒂-米尔斯' '特雷-莱尔斯' '德鲁-尤班克斯' '雅各布-珀尔特尔'],"['詹姆斯-哈登' '埃里克-戈登' '丹纽尔-豪斯' 'PJ-塔克' '克里斯蒂安-伍德' '斯特林-布朗' '本-麦克勒摩'
 '布鲁诺-卡博克洛' '大卫-努瓦巴' '梅森-琼斯' '小肯扬-马丁' '布罗德里克-托马斯']","['朗尼-沃克' '德章泰-默里' '德马尔-德罗赞' '鲁迪-盖伊' '拉马库斯-阿尔德里奇' '德文-瓦塞尔' '帕蒂-米尔斯'
 '特雷-莱尔斯' '德鲁-尤班克斯' '雅各布-珀尔特尔']",187.52110389610388,91.82467532467533,0,0
2020-12-18,灰熊,老鹰,['格雷森-阿伦' '凯尔-安德森' '德斯蒙德-贝恩' '丹东尼-梅尔顿' '泰厄斯-琼斯' '戈尔吉-吉昂' '沙克-布坎南' '本尼-博瓦特'],['拉简-隆多' '凯文-赫尔特' '所罗门-希尔' '布鲁诺-费尔南多' '斯凯拉-梅斯'],"['贾-莫兰特' '格雷森-阿伦' '凯尔-安德森' '狄龙-布鲁克斯' '约纳斯-瓦兰丘纳斯' '德斯蒙德-贝恩' '丹东尼-梅尔顿'
 '布兰登-克拉克' '泰厄斯-琼斯' '戈尔吉-吉昂' '沙克-布坎南' '本尼-博瓦特']","['波格丹-波格丹诺维奇' '特雷-杨' '约翰-科林斯' '德安德烈-亨特' '克林特-卡佩拉' '达尼罗-加里纳利' '卡姆-雷迪什'
 '拉简-隆多' '凯文-赫尔特' '所罗门-希尔' '布鲁诺-费尔南多' '斯凯拉-梅斯']",181.97619047619048,87.78571428571428,0,0
2020-12-18,独行侠,森林狼,['约什-格林' '马克西-克勒贝尔' '泰勒-贝' '泰雷尔-特里' '博班-马里亚诺维奇' '考特尼-李' '威利-考利-斯坦' '内特-辛顿'],['杰克-莱曼' '约什-奥科吉' '贾勒特-卡尔弗' '安东尼-爱德华兹' '纳兹-里德' '杰伦-诺埃尔' '朗戴-霍利斯-杰弗森'],"['卢卡-东契奇' '约什-理查德森' '多里安-芬尼-史密斯' '小蒂姆-哈达威' '德怀特-鲍威尔' '约什-格林' '特雷-伯克'
 '马克西-克勒贝尔' '詹姆斯-约翰逊' '杰伦-布伦森' '泰勒-贝' '泰雷尔-特里' '博班-马里亚诺维奇' '考特尼-李'
 '威利-考利-斯坦' '内特-辛顿']","['马利克-比斯利' '里基-卢比奥' '杰克-莱曼' '约什-奥科吉' '卡尔-安东尼-唐斯' '贾勒特-卡尔弗' '安东尼-爱德华兹'
 '纳兹-里德' '杰伦-诺埃尔' '朗戴-霍利斯-杰弗森']",86.64285714285715,114.05164835164835,0,0
